Original Column,Source Dataset,Source File,Data Type,Baseline Role,Stage 02 Role,Provenance Status,Recovery Rationale
label,Processed_Network_dataset,Network_dataset_9.csv,int64,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
type,Processed_Network_dataset,Network_dataset_9.csv,str,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
ts,Processed_Windows_dataset,windows10_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Processor_DPC_Rate,Processed_Windows_dataset,windows10_dataset.csv,int64,Ignored Attribute,Relationship Property,OBSERVED,Recovered as dynamic network interaction telemetry / flow metric for directed communication edge
Processor_pct_ Idle_Time,Processed_Windows_dataset,windows10_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Processor_pct_ C3_Time,Processed_Windows_dataset,windows10_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Processor_pct_ Interrupt_Time,Processed_Windows_dataset,windows10_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Processor_pct_ C2_Time,Processed_Windows_dataset,windows10_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Processor_pct_ User_Time,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
Processor_pct_ C1_Time,Processed_Windows_dataset,windows10_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Processor_pct_ Processor_Time,Processed_Windows_dataset,windows10_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Processor_C1_ransitions_sec,Processed_Windows_dataset,windows10_dataset.csv,str,Ignored Attribute,Relationship Property,OBSERVED,Recovered as dynamic network interaction telemetry / flow metric for directed communication edge
Processor_pct_ DPC_Time,Processed_Windows_dataset,windows10_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Processor_C2_ransitions_sec,Processed_Windows_dataset,windows10_dataset.csv,str,Ignored Attribute,Relationship Property,OBSERVED,Recovered as dynamic network interaction telemetry / flow metric for directed communication edge
Processor_pct_ Privileged_Time,Processed_Windows_dataset,windows10_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Processor_C3_ransitions_sec,Processed_Windows_dataset,windows10_dataset.csv,str,Ignored Attribute,Relationship Property,OBSERVED,Recovered as dynamic network interaction telemetry / flow metric for directed communication edge
Processor_DPCs_Queued_sec,Processed_Windows_dataset,windows10_dataset.csv,str,Ignored Attribute,Relationship Property,OBSERVED,Recovered as dynamic network interaction telemetry / flow metric for directed communication edge
Processor_Interrupts_sec,Processed_Windows_dataset,windows10_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process_Pool_Paged Bytes,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process_IO Read_Operations_sec,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process_Working_Set_ Private,Processed_Windows_dataset,windows10_dataset.csv,int64,Ignored Attribute,Graph Node Property,OBSERVED,"Recovered as telemetry system resource / sensor metric for host, process, or device node"
Process_Working_Set_Peak,Processed_Windows_dataset,windows10_dataset.csv,int64,Ignored Attribute,Graph Node Property,OBSERVED,Recovered as numerical telemetry performance metric
Process_IO_Write Operations_sec,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process_Page_File Bytes,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process_pct_ User_Time,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
Process_Virtual_Bytes Peak,Processed_Windows_dataset,windows10_dataset.csv,float64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process_Page_File Bytes Peak,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process_IO_Other_Bytes_sec,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process_Private_Bytes,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process_IO_Write_Bytes_sec,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process_Elapsed_Time,Processed_Windows_dataset,windows10_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process_Virtual_Bytes,Processed_Windows_dataset,windows10_dataset.csv,float64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process_pct_ Processor_Time,Processed_Windows_dataset,windows10_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process_Creating Process ID,Processed_Windows_dataset,windows10_dataset.csv,int64,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
Process_Pool Nonpaged Bytes,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process_Working Set,Processed_Windows_dataset,windows10_dataset.csv,int64,Ignored Attribute,Graph Node Property,OBSERVED,Recovered as numerical telemetry performance metric
Process_Page Faults_sec,Processed_Windows_dataset,windows10_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process_ID Process,Processed_Windows_dataset,windows10_dataset.csv,int64,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
Process_IO Other Operations_sec,Processed_Windows_dataset,windows10_dataset.csv,str,Ignored Attribute,Relationship Property,OBSERVED,Recovered as dynamic network interaction telemetry / flow metric for directed communication edge
Process_IO Data Operations_sec,Processed_Windows_dataset,windows10_dataset.csv,str,Ignored Attribute,Relationship Property,OBSERVED,Recovered as dynamic network interaction telemetry / flow metric for directed communication edge
Process_Thread Count,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process_pct_ Privileged_Time,Processed_Windows_dataset,windows10_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process_IO Data Bytes_sec,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process_IO Read Bytes_sec,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process_Priority Base,Processed_Windows_dataset,windows10_dataset.csv,int64,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
Process_Handle Count,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _82574L_GNC)TCP_APS,Processed_Windows_dataset,windows10_dataset.csv,int64,Ignored Attribute,Graph Node Property,OBSERVED,Recovered as numerical telemetry performance metric
Network_I(Intel R _82574L_GNC) Packets Received Unknown,Processed_Windows_dataset,windows10_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _82574L_GNC) Bytes Received sec,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _82574L_GNC) Bytes Sent sec,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _82574L_GNC) Packets Outbound Errors,Processed_Windows_dataset,windows10_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _82574L_GNC) Packets Received Discarded,Processed_Windows_dataset,windows10_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _82574L_GNC) Bytes Total sec,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _82574L_GNC) Packets Outbound Discarded,Processed_Windows_dataset,windows10_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _82574L_GNC) TCP RSC Exceptions sec,Processed_Windows_dataset,windows10_dataset.csv,str,Ignored Attribute,Relationship Property,OBSERVED,Recovered as dynamic network interaction telemetry / flow metric for directed communication edge
Network_I(Intel R _82574L_GNC) Packets Sent Unicast sec,Processed_Windows_dataset,windows10_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _82574L_GNC) Output Queue Length,Processed_Windows_dataset,windows10_dataset.csv,int64,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
Network_I(Intel R _82574L_GNC) Packets Received sec,Processed_Windows_dataset,windows10_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _82574L_GNC) Current Bandwidth,Processed_Windows_dataset,windows10_dataset.csv,int64,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
Network_I(Intel R _82574L_GNC) Packets sec,Processed_Windows_dataset,windows10_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _82574L_GNC) TCP Active RSC Connections,Processed_Windows_dataset,windows10_dataset.csv,int64,Ignored Attribute,Graph Node Property,OBSERVED,Recovered as numerical telemetry performance metric
Network_I(Intel R _82574L_GNC) Packets Sent sec,Processed_Windows_dataset,windows10_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _82574L_GNC) Packets Received Unicast sec,Processed_Windows_dataset,windows10_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _82574L_GNC) Packets Sent Non-Unicast sec,Processed_Windows_dataset,windows10_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _82574L_GNC) Packets Received Non-Unicast sec,Processed_Windows_dataset,windows10_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _82574L_GNC) TCP RSC Coalesced Packets sec,Processed_Windows_dataset,windows10_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Network_I(Intel R _82574L_GNC) Offloaded Connections,Processed_Windows_dataset,windows10_dataset.csv,int64,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
Network_I(Intel R _82574L_GNC) Packets Received Errors,Processed_Windows_dataset,windows10_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Pool Paged Bytes,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Free & Zero Page List Bytes,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Cache Bytes Peak,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory System Code Resident Bytes,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Available Bytes,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Commit Limit,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Transition Pages RePurposed sec,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Pages Output sec,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Page Reads sec,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Demand Zero Faults sec,Processed_Windows_dataset,windows10_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Available KBytes,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Pages sec,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Cache Bytes,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Pool Nonpaged Bytes,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Page Faults sec,Processed_Windows_dataset,windows10_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Transition Faults sec,Processed_Windows_dataset,windows10_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory System Cache Resident Bytes,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Long-Term Average Standby Cache Lifetime (s),Processed_Windows_dataset,windows10_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Standby Cache Reserve Bytes,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Page Writes sec,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory System Code Total Bytes,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Standby Cache Core Bytes,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory System Driver Resident Bytes,Processed_Windows_dataset,windows10_dataset.csv,float64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Standby Cache Normal Priority Bytes,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Pool Paged Allocs,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Pool Nonpaged Allocs,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory pct_ Committed Bytes In Use,Processed_Windows_dataset,windows10_dataset.csv,float64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Free System Page Table Entries,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
Memory Available MBytes,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Modified Page List Bytes,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Cache Faults sec,Processed_Windows_dataset,windows10_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Committed Bytes,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory System Driver Total Bytes,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Pages Input sec,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Pool Paged Resident Bytes,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Memory Write Copies sec,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
LogicalDisk(_Total) Avg  Disk Bytes Write,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
LogicalDisk(_Total) pct_ Idle Time,Processed_Windows_dataset,windows10_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
LogicalDisk(_Total) Disk Reads sec,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
LogicalDisk(_Total) pct_ Free Space,Processed_Windows_dataset,windows10_dataset.csv,float64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
LogicalDisk(_Total) Disk Read Bytes sec,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
LogicalDisk(_Total) Avg  Disk sec Read,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
LogicalDisk(_Total) Disk Writes sec,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
LogicalDisk(_Total) Current Disk Queue Length,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
LogicalDisk(_Total) Split IO Sec,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
LogicalDisk(_Total) Free Megabytes,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
LogicalDisk(_Total) Avg  Disk sec Write,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
LogicalDisk(_Total) Disk Bytes sec,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
LogicalDisk(_Total) Avg  Disk Read Queue Length,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
LogicalDisk(_Total) pct_ Disk Time,Processed_Windows_dataset,windows10_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
LogicalDisk(_Total) Avg  Disk Bytes Read,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
LogicalDisk(_Total) Avg  Disk Write Queue Length,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
LogicalDisk(_Total) Avg  Disk Queue Length,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
LogicalDisk(_Total) pct_ Disk Read Time,Processed_Windows_dataset,windows10_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
LogicalDisk(_Total) Disk Write Bytes sec,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
LogicalDisk(_Total) Disk Transfers sec,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
LogicalDisk(_Total) Avg  Disk Bytes Transfer,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
LogicalDisk(_Total) pct_ Disk Write Time,Processed_Windows_dataset,windows10_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
LogicalDisk(_Total) Avg  Disk sec Transfer,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
label,Processed_Windows_dataset,windows10_dataset.csv,int64,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
type,Processed_Windows_dataset,windows10_dataset.csv,str,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
ts,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Processor(_Total) DPC Rate,Processed_Windows_dataset,windows7_dataset.csv,int64,Ignored Attribute,Relationship Property,OBSERVED,Recovered as dynamic network interaction telemetry / flow metric for directed communication edge
Processor(_Total) pct_ Idle Time,Processed_Windows_dataset,windows7_dataset.csv,float64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Processor(_Total) pct_ C3 Time,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Processor(_Total) pct_ Interrupt Time,Processed_Windows_dataset,windows7_dataset.csv,float64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Processor(_Total) pct_ C2 Time,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Processor(_Total) pct_ User Time,Processed_Windows_dataset,windows7_dataset.csv,float64,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
Processor(_Total) pct_ C1 Time,Processed_Windows_dataset,windows7_dataset.csv,float64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Processor(_Total) pct_ Processor Time,Processed_Windows_dataset,windows7_dataset.csv,float64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Processor(_Total) C1 Transitions sec,Processed_Windows_dataset,windows7_dataset.csv,float64,Ignored Attribute,Relationship Property,OBSERVED,Recovered as dynamic network interaction telemetry / flow metric for directed communication edge
Processor(_Total) pct_ DPC Time,Processed_Windows_dataset,windows7_dataset.csv,float64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Processor(_Total) C2 Transitions sec,Processed_Windows_dataset,windows7_dataset.csv,int64,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
Processor(_Total) pct_ Privileged Time,Processed_Windows_dataset,windows7_dataset.csv,float64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Processor(_Total) C3 Transitions sec,Processed_Windows_dataset,windows7_dataset.csv,int64,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
Processor(_Total) DPCs Queued sec,Processed_Windows_dataset,windows7_dataset.csv,float64,Ignored Attribute,Relationship Property,OBSERVED,Recovered as dynamic network interaction telemetry / flow metric for directed communication edge
Processor(_Total) Interrupts sec,Processed_Windows_dataset,windows7_dataset.csv,float64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process(_Total) Pool Paged Bytes,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process(_Total) IO Read Operations sec,Processed_Windows_dataset,windows7_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process(_Total) Working Set - Private,Processed_Windows_dataset,windows7_dataset.csv,int64,Ignored Attribute,Graph Node Property,OBSERVED,"Recovered as telemetry system resource / sensor metric for host, process, or device node"
Process(_Total) Working Set Peak,Processed_Windows_dataset,windows7_dataset.csv,int64,Ignored Attribute,Graph Node Property,OBSERVED,Recovered as numerical telemetry performance metric
Process(_Total) IO Write Operations sec,Processed_Windows_dataset,windows7_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process(_Total) Page File Bytes,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process(_Total) pct_ User Time,Processed_Windows_dataset,windows7_dataset.csv,str,Graph Entity,Graph Entity,OBSERVED,Maintained from Baseline V1 mapping
Process(_Total) Virtual Bytes Peak,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process(_Total) Page File Bytes Peak,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process(_Total) IO Other Bytes sec,Processed_Windows_dataset,windows7_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process(_Total) Private Bytes,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process(_Total) IO Write Bytes sec,Processed_Windows_dataset,windows7_dataset.csv,str,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process(_Total) Elapsed Time,Processed_Windows_dataset,windows7_dataset.csv,int64,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process(_Total) Virtual Bytes,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process(_Total) pct_ Processor Time,Processed_Windows_dataset,windows7_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process(_Total) Creating Process ID,Processed_Windows_dataset,windows7_dataset.csv,int64,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
Process(_Total) Pool Nonpaged Bytes,Processed_Windows_dataset,windows7_dataset.csv,int64,Graph Attribute,Graph Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process(_Total) Working Set,Processed_Windows_dataset,windows7_dataset.csv,int64,Ignored Attribute,Graph Node Property,OBSERVED,Recovered as numerical telemetry performance metric
Process(_Total) Page Faults sec,Processed_Windows_dataset,windows7_dataset.csv,str,Metadata Attribute,Metadata Attribute,OBSERVED,Maintained from Baseline V1 mapping
Process(_Total) ID Process,Processed_Windows_dataset,windows7_dataset.csv,int64,Ignored Attribute,Truly Ignored,OBSERVED,Constant or single-value uninformative attribute across file rows
Process(_Total) IO Other Operations sec,Processed_Windows_dataset,windows7_dataset.csv,str,Ignored Attribute,Relationship Property,OBSERVED,Recovered as dynamic network interaction telemetry / flow metric for directed communication edge
